curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.0269612632162347	-0.012081593460625671	0.05911570061714327	0.8185
n1 (first)	28-112 CHF	0.01103876804923923	-0.014400360825901161	0.054933848417719575	0.7595
n2 (second)	7-28 CHF	0.0	0.0	0.0	0.0
n2 (second)	28-112 CHF	0.0	0.0	0.0	0.0
